EAN|QTY_ON_HAND|VENDOR_STOCK_ID|LIST_PRICE_EXCL_TAX|COST_PRICE|ISO_CURRENCY_CODE
5414886316752|6600|31675|||EUR
5414886323576|19800|32357|||EUR
5414886245892|104|24589|||EUR
5414886245953|332|24595|||EUR
5414886245991|951|24599|||EUR
5414886246035|421|24603|||EUR
5414886246073|949|24607|||EUR
5414886246127|180|24612|||EUR
5414886246172|68|24617|||EUR
5414886246219|1338|24621|||EUR
5414886246257|1506|24625|||EUR
5414886246295|2208|24629|||EUR
5414886246332|1818|24633|||EUR
5414886246479|369|24647|||EUR
5414886246516|429|24651|||EUR
5414886246592|632|24659|||EUR
5414886372420|3240|37242|||EUR
5414886440013|2057|44001|||EUR
5414886440068|17472|44006|||EUR
5414886440105|5760|44010|||EUR
5414886440143|1608|44014|||EUR
5414886440198|3480|44019|||EUR
5414886440235|964|44023|||EUR
5414886440273|276|44027|||EUR
5414886440310|496|44031|||EUR
5414886440358|393|44035|||EUR
5414886440396|177|44039|||EUR
5414886567239|18887|56723|||EUR
5414886255303|6840|25530|||EUR
5414886133106|1824|13310|||EUR
5414886293749|2100|29374|||EUR
5414881533017|23|153301|||EUR
5414881533055|2918|153305|||EUR
5414881533093|9024|153309|||EUR
5414881533130|2232|153313|||EUR
5414881533178|3264|153317|||EUR
5414881533215|6552|153321|||EUR
5414886313775|579|31377|||EUR
5414886315908|5254|31590|||EUR
5414886316738|6157|31673|||EUR
5414886316783|4140|31678|||EUR
5414886245861|540|24586|||EUR
5414886245939|393|24593|||EUR
5414886245984|248|24598|||EUR
5414886246028|560|24602|||EUR
5414886246066|249|24606|||EUR
5414886246110|384|24611|||EUR
5414886246165|180|24616|||EUR
5414886246202|2244|24620|||EUR
5414886246240|1854|24624|||EUR
5414886246288|2136|24628|||EUR
5414886246325|1062|24632|||EUR
5414886246363|522|24636|||EUR
5414886246462|512|24646|||EUR
5414886246509|372|24650|||EUR
5414886246585|345|24658|||EUR
5414886372338|1071|37233|||EUR
5414886440006|3516|44000|||EUR
5414886440051|3287|44005|||EUR
5414886440099|6864|44009|||EUR
5414886440136|3862|44013|||EUR
5414886440181|4154|44018|||EUR
5414886440228|2686|44022|||EUR
5414886440266|562|44026|||EUR
5414886440303|286|44030|||EUR
5414886440341|573|44034|||EUR
5414886440389|135|44038|||EUR
5414886538987|23184|53898|||EUR
5414886133090|2742|13309|||EUR
5414886133137|1038|13313|||EUR
5414886293732|2517|29373|||EUR
5414881533000|27294|153300|||EUR
5414881533048|1020|153304|||EUR
5414881533086|2100|153308|||EUR
5414881533123|4440|153312|||EUR
5414881533161|2310|153316|||EUR
5414881533208|6672|153320|||EUR
5414886313768|405|31376|||EUR
5414886316721|15630|31672|||EUR
5414886316776|4840|31677|||EUR
5414886323309|37704|32330|||EUR
5414886245854|36|24585|||EUR
5414886245915|129|24591|||EUR
5414886245977|306|24597|||EUR
5414886246011|801|24601|||EUR
5414886246059|626|24605|||EUR
5414886246103|1606|24610|||EUR
5414886246158|330|24615|||EUR
5414886246196|2280|24619|||EUR
5414886246233|1398|24623|||EUR
5414886246271|1106|24627|||EUR
5414886246318|1104|24631|||EUR
5414886246356|594|24635|||EUR
5414886246448|138|24644|||EUR
5414886246493|402|24649|||EUR
5414886246578|93|24657|||EUR
5414886546173|4774|54617|||EUR
5414885550386|66|555038|||EUR
5414885550614|717|555061|||EUR
5414885550669|84|555066|||EUR
5414886315670|14|31567|||EUR
3760068728984|559|31636|||EUR
5414886546166|678|54616|||EUR
5414885550379|618|555037|||EUR
5414885550591|1689|555059|||EUR
5414885550652|198|555065|||EUR
5414885555268|316|555526|||EUR
5414886000125|921|600012|||EUR
5414886315663|1964|31566|||EUR
3760068723279|178|31635|||EUR
5414886538741|1986|53874|||EUR
5414886546692|880|54669|||EUR
5414885550577|501|555057|||EUR
5414885550645|261|555064|||EUR
5414885550706|177|555070|||EUR
5414885555244|472|555524|||EUR
3760068721039|2109|31634|||EUR
5414886538734|2693|53873|||EUR
5414885550416|51|555041|||EUR
5414885550621|324|555062|||EUR
5414885550690|126|555069|||EUR
5414886289629|8660|28962|||EUR
5414886289667|1178|28966|||EUR
5414886210012|504|FE21001|||EUR
5414886289650|3808|28965|||EUR
5414886210012|1554|21001|||EUR
5414886210005|557|FE21000|||EUR
5414886289636|4700|28963|||EUR
5414886210005|169|21000|||EUR
5414886219978|17925|21997|||EUR
5414886323873|2352|32387|||EUR
5414886323910|1848|32391|||EUR
5414886323958|383|32395|||EUR
5414886360205|1481|36020|||EUR
5414886306616|414|30661|||EUR
5414886164582|60|16458|||EUR
5414886196811|168|19681|||EUR
5414886219879|3060|21987|||EUR
5414886323903|786|32390|||EUR
5414886323941|4752|32394|||EUR
5414886360168|79|36016|||EUR
5414886360328|534|36032|||EUR
5414886306586|2903|30658|||EUR
5414886164568|348|16456|||EUR
5414882246404|624|224640|||EUR
5414881530993|16|153099|||EUR
5414886323897|2778|32389|||EUR
5414886323996|408|32399|||EUR
5414886324887|15012|32488|||EUR
5414886360151|636|36015|||EUR
5414886360229|1056|36022|||EUR
5414886372000|299|37200|||EUR
5414886264954|400|26495|||EUR
5414886306562|383|30656|||EUR
5414886310125|0|31012|||EUR
5414886218797|369|21879|||EUR
5414886219985|4344|21998|||EUR
5414881521458|566|152145|||EUR
5414886323880|144|32388|||EUR
5414886323927|1336|32392|||EUR
5414886323989|1546|32398|||EUR
5414886360212|3024|36021|||EUR
5414886371997|4|37199|||EUR
5414886306623|2735|30662|||EUR
5414886313478|2868|31347|||EUR
8717847028310|3708|900766|||EUR
8717847200631|2172|900774|||EUR
5414886546753|1416|54675|||EUR
5414886318428|1231|31842|||EUR
5414886318503|1230|31850|||EUR
5414886318992|740|31899|||EUR
5414886319036|396|31903|||EUR
5414886319074|560|31907|||EUR
5414886319142|1524|31914|||EUR
5414886284396|4536|28439|||EUR
5414886305053|3945|30505|||EUR
5414886305138|1092|30513|||EUR
8711711459019|2784|900765|||EUR
8717847200594|3432|900773|||EUR
5414886546746|324|54674|||EUR
5414886318411|1376|31841|||EUR
5414886318497|1716|31849|||EUR
5414886318602|924|31860|||EUR
5414886319029|1523|31902|||EUR
5414886319067|570|31906|||EUR
5414886319135|1092|31913|||EUR
5414886319852|3048|31985|||EUR
5414886546517|548|54651|||EUR
5414886284389|1752|28438|||EUR
5414886305046|1632|30504|||EUR
5414886305091|1522|30509|||EUR
8717847136473|2048|900768|||EUR
5414886546722|2145|54672|||EUR
5414886318473|4656|31847|||EUR
5414886318572|1380|31857|||EUR
5414886319012|1560|31901|||EUR
5414886319050|1389|31905|||EUR
5414886319104|1524|31910|||EUR
5414886319258|1328|31925|||EUR
5414886284372|3984|28437|||EUR
5414886284419|2856|28441|||EUR
5414886305015|1470|30501|||EUR
5414886305084|3122|30508|||EUR
8717847073174|1184|900767|||EUR
8717847200679|1692|900775|||EUR
5414886546715|1095|54671|||EUR
5414886546791|861|54679|||EUR
5414886318466|1787|31846|||EUR
5414886318565|672|31856|||EUR
5414886319005|1581|31900|||EUR
5414886319043|1452|31904|||EUR
5414886319081|132|31908|||EUR
5414886319166|924|31916|||EUR
5414886239457|34263|23945|||EUR
5414886284365|4200|28436|||EUR
5414886284402|3744|28440|||EUR
5414886305008|1476|30500|||EUR
5414886305077|983|30507|||EUR
5414886305145|1230|30514|||EUR
5414886567949|27972|56794|||EUR
5414886569073|335|56907|||EUR
5414886145123|420|14512|||EUR
5414886546821|454|54682|||EUR
5414882252191|1693|225219|||EUR
5414886548115|5903|54811|||EUR
5414886548221|1742|54822|||EUR
5414886549969|194|54996|||EUR
5414886550408|812|55040|||EUR
5414886080271|1771|8027|||EUR
5414886080325|428|8032|||EUR
5414886552044|453|55204|||EUR
5414886080363|2494|8036|||EUR
5414886080400|783|8040|||EUR
5414886080448|1365|8044|||EUR
5414886080509|1518|8050|||EUR
5414886553706|274|55370|||EUR
5414886080547|408|8054|||EUR
5414886553799|456|55379|||EUR
5414886081346|1001|8134|||EUR
5414886081384|1840|8138|||EUR
5414886081476|1165|8147|||EUR
5414886081735|1182|8173|||EUR
5414886081773|1186|8177|||EUR
5414886555373|459|55537|||EUR
5414886081810|826|8181|||EUR
5414886081858|875|8185|||EUR
5414886081896|820|8189|||EUR
5414886081933|1099|8193|||EUR
5414886081988|932|8198|||EUR
5414886082022|921|8202|||EUR
5414886082060|906|8206|||EUR
5414886082305|764|8230|||EUR
5414886082350|1137|8235|||EUR
5414886082398|472|8239|||EUR
5414881530719|9810|153071|||EUR
5414886534637|4396|53463|||EUR
5414886534897|1846|53489|||EUR
5414886536099|178|53609|||EUR
5414886536655|1022|53665|||EUR
5414886537317|2446|53731|||EUR
5414886538123|4784|53812|||EUR
5414886538574|6126|53857|||EUR
5414886338020|595|33802|||EUR
5414886545541|1451|54554|||EUR
5414886545626|450|54562|||EUR
5414886546197|2587|54619|||EUR
5414886546333|172|54633|||EUR
5414886546388|524|54638|||EUR
5414886532107|2184|53210|||EUR
5414886532329|872|53232|||EUR
5414886532558|250|53255|||EUR
5414886532602|503|53260|||EUR
5414886533340|2682|53334|||EUR
5414886533395|1487|53339|||EUR
5414886533487|3178|53348|||EUR
5414886307149|1956|30714|||EUR
5414886534286|1032|53428|||EUR
5414886534569|7612|53456|||EUR
5414886567932|27792|56793|||EUR
5414886568724|274|56872|||EUR
5414886568816|264|56881|||EUR
5414886569066|95|56906|||EUR
5414886145116|255|14511|||EUR
5414886546814|1625|54681|||EUR
5414886548108|1678|54810|||EUR
5414886548184|607|54818|||EUR
5414886550064|111|55006|||EUR
5414886550392|635|55039|||EUR
5414886080264|2531|8026|||EUR
5414886080301|2494|8030|||EUR
5414886080356|315|8035|||EUR
5414886080394|1247|8039|||EUR
5414886080431|4020|8043|||EUR
5414886080486|1619|8048|||EUR
5414886080530|8676|8053|||EUR
5414886553782|271|55378|||EUR
5414886080592|1370|8059|||EUR
5414886553843|188|55384|||EUR
5414886081377|1422|8137|||EUR
5414886081445|1020|8144|||EUR
5414886081728|1070|8172|||EUR
5414886081766|1155|8176|||EUR
5414886081803|745|8180|||EUR
5414886081841|932|8184|||EUR
5414886555403|358|55540|||EUR
5414886081889|981|8188|||EUR
5414886081926|1104|8192|||EUR
5414886081964|185|8196|||EUR
5414886082015|1105|8201|||EUR
5414886082053|860|8205|||EUR
5414886082091|945|8209|||EUR
5414886082343|882|8234|||EUR
5414886082381|456|8238|||EUR
5414886534620|2695|53462|||EUR
5414886534804|58|53480|||EUR
5414886536020|630|53602|||EUR
5414886536648|500|53664|||EUR
5414886537263|492|53726|||EUR
5414886538567|551|53856|||EUR
5414886317261|314|31726|||EUR
5414886545534|196|54553|||EUR
5414886545619|929|54561|||EUR
5414886546371|343|54637|||EUR
5414886532091|2254|53209|||EUR
5414886533333|1294|53333|||EUR
5414886533388|1078|53338|||EUR
5414886533470|1329|53347|||EUR
5414886307132|1941|30713|||EUR
5414886534521|204|53452|||EUR
5414886568663|24|56866|||EUR
5414886568809|324|56880|||EUR
5414882252177|2711|225217|||EUR
5414882252283|2439|225228|||EUR
5414886548092|2494|54809|||EUR
5414886548160|1248|54816|||EUR
5414886549037|1958|54903|||EUR
5414886549983|111|54998|||EUR
5414886080257|1512|8025|||EUR
5414886080295|4496|8029|||EUR
5414886080349|10318|8034|||EUR
5414886080387|2265|8038|||EUR
5414886080424|884|8042|||EUR
5414886080479|1933|8047|||EUR
5414886080523|828|8052|||EUR
5414886080561|1246|8056|||EUR
5414886553829|390|55382|||EUR
5414886081360|2349|8136|||EUR
5414886553966|223|55396|||EUR
5414886081438|2085|8143|||EUR
5414886081711|956|8171|||EUR
5414886081759|956|8175|||EUR
5414886081797|558|8179|||EUR
5414886081834|431|8183|||EUR
5414886555397|720|55539|||EUR
5414886081872|942|8187|||EUR
5414886081919|1325|8191|||EUR
5414886081957|10|8195|||EUR
5414886082008|1374|8200|||EUR
5414886082046|1036|8204|||EUR
5414886082084|1269|8208|||EUR
5414886082336|2111|8233|||EUR
5414886082374|574|8237|||EUR
5414886567925|28080|56792|||EUR
5414886536013|2543|53601|||EUR
5414886536259|963|53625|||EUR
5414886537249|534|53724|||EUR
5414886317803|132|31780|||EUR
5414886539434|1333|53943|||EUR
5414886544643|2|54464|||EUR
5414886545510|294|54551|||EUR
5414886545572|1655|54557|||EUR
5414886546210|1965|54621|||EUR
5414886546265|137|54626|||EUR
5414886546357|2021|54635|||EUR
5414886546456|2335|54645|||EUR
5414886374318|3630|37431|||EUR
5414886531964|556|53196|||EUR
5414886532152|14|53215|||EUR
5414886532589|274|53258|||EUR
5414886533302|936|53330|||EUR
5414886533364|1955|53336|||EUR
5414886533463|3567|53346|||EUR
5414886307088|904|30708|||EUR
5414886534514|692|53451|||EUR
5414886534613|2468|53461|||EUR
5414886568793|23|56879|||EUR
5414886145130|408|14513|||EUR
5414882252139|812|225213|||EUR
5414882252214|1583|225221|||EUR
5414886548153|585|54815|||EUR
5414886549020|872|54902|||EUR
5414886549976|460|54997|||EUR
5414886550507|320|55050|||EUR
5414886080240|2376|8024|||EUR
5414886080288|1292|8028|||EUR
5414886080332|4272|8033|||EUR
5414886080370|1490|8037|||EUR
5414886080417|2243|8041|||EUR
5414886080455|3367|8045|||EUR
5414886080516|2742|8051|||EUR
5414886080554|1776|8055|||EUR
5414886553805|320|55380|||EUR
5414886081353|1712|8135|||EUR
5414886553959|660|55395|||EUR
5414886081391|949|8139|||EUR
5414886081704|1067|8170|||EUR
5414886081742|1128|8174|||EUR
5414886081780|675|8178|||EUR
5414886081827|881|8182|||EUR
5414886081865|866|8186|||EUR
5414886081902|1130|8190|||EUR
5414886081940|141|8194|||EUR
5414886081995|77|8199|||EUR
5414886082039|1026|8203|||EUR
5414886082077|1012|8207|||EUR
5414886082312|879|8231|||EUR
5414886082367|1423|8236|||EUR
5414886534644|2108|53464|||EUR
5414886534903|982|53490|||EUR
5414886536006|2280|53600|||EUR
5414886536105|844|53610|||EUR
5414886536662|448|53666|||EUR
5414886537331|406|53733|||EUR
5414886538154|46|53815|||EUR
5414886539427|1289|53942|||EUR
5414886338037|20|33803|||EUR
5414886545565|797|54556|||EUR
5414886546203|721|54620|||EUR
5414886546258|789|54625|||EUR
5414886546340|1947|54634|||EUR
5414886546401|148|54640|||EUR
5414886358004|471|35800|||EUR
5414886532121|88|53212|||EUR
5414886533296|2507|53329|||EUR
5414886533357|1266|53335|||EUR
5414886307170|1605|30717|||EUR
5414886534507|1886|53450|||EUR
5414886534606|1032|53460|||EUR
5414881510230|282|151023|||EUR
5414881510285|278|151028|||EUR
5414881511558|257|151155|||EUR
5414881513019|183|151301|||EUR
5414881513057|156|151305|||EUR
5414886545015|876|54501|||EUR
5414886545237|2982|54523|||EUR
5414886545305|9564|54530|||EUR
5414881510186|484|151018|||EUR
5414881510223|714|151022|||EUR
5414881510278|231|151027|||EUR
5414881510353|24|151035|||EUR
5414881511541|385|151154|||EUR
5414881513323|380|151332|||EUR
5414881514092|797|151409|||EUR
5414886545220|24498|54522|||EUR
5414886545299|2271|54529|||EUR
5414884001179|38|400117|||EUR
5414886510693|4368|51069|||EUR
5414886534224|0|53422|||EUR
5414881510162|168|151016|||EUR
5414881510216|343|151021|||EUR
5414881510261|372|151026|||EUR
5414881510346|600|151034|||EUR
5414881511534|401|151153|||EUR
5420051229109|1275|13201|||EUR
5414886545039|2760|54503|||EUR
5414886545282|3096|54528|||EUR
5414884001155|1989|400115|||EUR
5414886534217|32|53421|||EUR
5414881510209|242|151020|||EUR
5414881510254|505|151025|||EUR
5414881510339|5|151033|||EUR
5414881511527|542|151152|||EUR
5414881511565|622|151156|||EUR
5414881513026|570|151302|||EUR
5414881513064|156|151306|||EUR
5414881513354|436|151335|||EUR
5414886545022|488|54502|||EUR
5414886545244|22097|54524|||EUR
5414886545367|1190|54536|||EUR
5414884001148|2815|400114|||EUR
5414886546647|2527|54664|||EUR
8720006048142|698|55072|||EUR
8720006232169|189|55079|||EUR
8719504008314|1584|55307|||EUR
8720006194900|792|55315|||EUR
8720006195853|192|55340|||EUR
5414886546623|4082|54662|||EUR
5414886549471|2443|54947|||EUR
8720006213564|209|55071|||EUR
8720006200090|642|55076|||EUR
8720006063756|1884|55305|||EUR
8720006194122|2346|55313|||EUR
8720006287114|240|55327|||EUR
8719504008307|30|55369|||EUR
5414886546159|3786|54615|||EUR
5414886546807|1893|54680|||EUR
5414886550149|306|55014|||EUR
8720006213557|59|55070|||EUR
8720006200236|290|55075|||EUR
8720006505690|1386|55298|||EUR
8720007145413|3654|55311|||EUR
8720006129506|783|55323|||EUR
8720006276453|100|55350|||EUR
5414886562180|1485|56218|||EUR
5414886546845|1498|54684|||EUR
5414886546937|3078|54693|||EUR
8716525050858|1992|55074|||EUR
8720006343469|1985|55080|||EUR
8720006287169|2124|55213|||EUR
8720007145406|1338|55310|||EUR
8720006196317|1596|55321|||EUR
8720006224836|833|55342|||EUR
5414886562159|1689|56215|||EUR
8414227058607|984|75816|||EUR
8414227090720|1500|76037|||EUR
8414227693600|688|76041|||EUR
8433295092023|1136|76045|||EUR
8017990112400|1032|31505|||EUR
8017990182465|2604|31510|||EUR
8017990112417|3936|31514|||EUR
8017990112837|2184|31518|||EUR
8017990120177|852|31522|||EUR
8017990164225|834|31527|||EUR
8017990112806|1980|31533|||EUR
8017990164164|912|31538|||EUR
8017990113148|1066|31543|||EUR
8017990167707|2256|31549|||EUR
8017990164331|2928|31554|||EUR
8017990150327|702|31558|||EUR
5414886315748|4845|31574|||EUR
8017990080143|1416|31597|||EUR
8017990163945|856|31608|||EUR
8017990164355|1332|31637|||EUR
5414886226853|14832|22685|||EUR
5414886377234|0|37723|||EUR
5414886244857|6912|24485|||EUR
5414886251008|3526|25100|||EUR
5414886253910|16870|25391|||EUR
5414886274885|131|27488|||EUR
5414883006120|4368|300612|||EUR
5414886313010|2637|31301|||EUR
8017990180027|3036|31501|||EUR
8414227057945|3576|75815|||EUR
8414227055026|1793|76021|||EUR
8414227693648|688|76040|||EUR
8433295092030|1136|76044|||EUR
8017990185114|2688|31504|||EUR
8017990185237|2088|31509|||EUR
8017990112677|1518|31513|||EUR
8017990120382|1032|31517|||EUR
8017990120290|1200|31521|||EUR
8017990150112|1290|31525|||EUR
8017990140144|3560|31532|||EUR
8017990163921|900|31537|||EUR
8017990182427|2280|31541|||EUR
8017990113124|1572|31547|||EUR
8017990164263|2292|31553|||EUR
8017990112684|564|31557|||EUR
8017990166151|0|31569|||EUR
8017990080150|1000|31596|||EUR
8017990167608|1368|31607|||EUR
5414886316257|14808|31625|||EUR
5414886245809|4389|24580|||EUR
5414886263872|6288|26387|||EUR
5414886274687|1384|27468|||EUR
5414883006113|6851|300611|||EUR
5414886313003|2299|31300|||EUR
8017990182243|2976|31500|||EUR
4005800140105|29|75427|||EUR
8414227063182|1332|75819|||EUR
8414227090768|2292|76039|||EUR
8433295092016|1696|76043|||EUR
5410091753825|702|76905|||EUR
5414886567208|4488|56720|||EUR
8017990112387|2040|31503|||EUR
8017990182229|5388|31508|||EUR
8017990118594|1224|31512|||EUR
8017990112448|3252|31516|||EUR
8017990114923|1116|31520|||EUR
8017990120313|2520|31524|||EUR
8017990140137|1068|31531|||EUR
8017990163853|920|31535|||EUR
8017990164959|1920|31540|||EUR
8017990182496|2112|31545|||EUR
8017990164294|3108|31551|||EUR
8017990163877|480|31556|||EUR
8017990160104|1452|31568|||EUR
8017990114947|1448|31579|||EUR
8017990167615|1320|31599|||EUR
5414886316127|5280|31612|||EUR
8017990160227|1404|31639|||EUR
5414886377302|0|37730|||EUR
5414886239488|6922|23948|||EUR
5414886244994|22896|24499|||EUR
5414886275240|8804|27524|||EUR
5414886299833|4779|29983|||EUR
5414886206626|10080|20662|||EUR
5414886750143|44352|75014|||EUR
8414227057969|1632|75817|||EUR
8414227090744|1608|76038|||EUR
8414227693631|306|76042|||EUR
5410091753849|264|76904|||EUR
5414881530887|4632|153088|||EUR
8017990182120|1512|31507|||EUR
8017990112394|456|31511|||EUR
8017990118587|2166|31515|||EUR
8017990112431|2244|31519|||EUR
8017990163846|1524|31523|||EUR
8017990114954|1722|31530|||EUR
8017990170172|1380|31534|||EUR
8017990164096|1268|31539|||EUR
8017990130503|2940|31544|||EUR
8017990164287|2136|31550|||EUR
8017990163860|2268|31555|||EUR
8017990160890|664|31559|||EUR
8017990164102|1312|31576|||EUR
8017990008055|1452|31598|||EUR
8017990005788|2040|31609|||EUR
8017990164348|960|31638|||EUR
5414886244864|4444|24486|||EUR
5414886253927|15064|25392|||EUR
5414886299826|14195|29982|||EUR
5414883005895|960|300589|||EUR
5414886313034|1652|31303|||EUR
8017990112370|384|31502|||EUR
5414886216908|6504|21690|||EUR
5414885559006|860|555900|||EUR
5414885559044|10140|555904|||EUR
5414885559112|1200|555911|||EUR
5414885559204|1417|555920|||EUR
5414885559631|4404|555963|||EUR
5414885560729|1168|556072|||EUR
5414886567185|1785|56718|||EUR
5414886567222|4104|56722|||EUR
8692952001208|33912|32306|||EUR
5036446815781|8200|32912|||EUR
3760158540014|25100|34102|||EUR
3760158540106|7750|34121|||EUR
5414886264039|4197|26403|||EUR
5412128155107|53400|26548|||EUR
7638900246599|14088|27353|||EUR
5025232063031|18120|27357|||EUR
5410853039242|5310|27362|||EUR
5414886274557|0|27455|||EUR
5414886296757|28872|29675|||EUR
5414886299819|7572|29981|||EUR
5414883005796|6984|300579|||EUR
5414886214768|70236|21476|||EUR
5414885550485|2694|555048|||EUR
5414885559037|9620|555903|||EUR
5414885559099|238|555909|||EUR
5414885559198|540|555919|||EUR
5414885559617|2016|555961|||EUR
5414885560712|3297|556071|||EUR
5414885560750|430|556075|||EUR
5414886567215|6900|56721|||EUR
5414886323866|6120|32386|||EUR
5036446815774|5500|32911|||EUR
3760158540182|17625|34101|||EUR
3760158540014|5900|34120|||EUR
5414886377210|0|37721|||EUR
5414886244833|1752|24483|||EUR
5412128710672|5792|26498|||EUR
5025232063024|3786|27351|||EUR
5410853039273|9600|27356|||EUR
5025232063017|2880|27361|||EUR
5414886274540|3732|27454|||EUR
5414886296740|21474|29674|||EUR
5414886299628|6960|29962|||EUR
5414883005666|17751|300566|||EUR
5414883006151|14579|300615|||EUR
5414886196330|10260|19633|||EUR
5414886207388|8538|20738|||EUR
5414885559020|6580|555902|||EUR
5414885559068|960|555906|||EUR
5414885559174|3079|555917|||EUR
5414885559471|2016|555947|||EUR
5414885560705|998|556070|||EUR
5414885560743|900|556074|||EUR
5414886323859|468|32385|||EUR
5414886323934|12938|32393|||EUR
3700764903469|12312|34100|||EUR
8414775012328|7400|34119|||EUR
5414886262950|6840|26295|||EUR
5410853045724|3300|27350|||EUR
5410853039334|6963|27355|||EUR
5410853052944|10920|27360|||EUR
5410853039303|5784|27364|||EUR
5414886274625|3168|27462|||EUR
5414886299611|19056|29961|||EUR
5414883006014|240|300601|||EUR
5414883006144|10788|300614|||EUR
5414885559013|118|555901|||EUR
5414885559051|3110|555905|||EUR
5414885559167|2478|555916|||EUR
5414885559419|9216|555941|||EUR
5414885559648|3276|555964|||EUR
5414885560736|1260|556073|||EUR
5414886567192|7584|56719|||EUR
5414886567543|0|56754|||EUR
5414886323279|1623|32327|||EUR
5412128650732|5800|34104|||EUR
5414886344557|23184|34455|||EUR
5414886261250|7434|26125|||EUR
5412128571051|5392|26459|||EUR
7638900247893|13680|27354|||EUR
5036446818805|3267|27358|||EUR
5410853039211|1786|27363|||EUR
5414886274564|7284|27456|||EUR
5414886275103|8832|27510|||EUR
5414886299512|11604|29951|||EUR
5414883006137|336|300613|||EUR
5414881510001|217|151000|||EUR
5414881510087|484|151008|||EUR
5414881510193|448|151019|||EUR
5414881510421|412|151042|||EUR
5414881510537|133|151053|||EUR
5414881510599|481|151059|||EUR
5414881510650|102|151065|||EUR
5414881510872|321|151087|||EUR
5414881510926|660|151092|||EUR
5414881511329|28|151132|||EUR
5414881511374|147|151137|||EUR
5414881511459|108|151145|||EUR
5414881511503|400|151150|||EUR
5414881511596|508|151159|||EUR
5414881511701|628|151170|||EUR
5414881511770|179|151177|||EUR
5414881511978|80|151197|||EUR
5414881512050|248|151205|||EUR
5414881512159|1825|151215|||EUR
5414881512197|201|151219|||EUR
5414881512258|340|151225|||EUR
5414881512296|134|151229|||EUR
5414881512333|124|151233|||EUR
5414881512371|171|151237|||EUR
5414881512425|192|151242|||EUR
5414881512470|180|151247|||EUR
5414881512555|231|151255|||EUR
5414881513149|113|151314|||EUR
5414881513200|226|151320|||EUR
5414881513293|201|151329|||EUR
5414881513330|244|151333|||EUR
5414881513385|570|151338|||EUR
5414881513446|2764|151344|||EUR
5414881513484|813|151348|||EUR
5414886547095|242|54709|||EUR
5414881513552|275|151355|||EUR
5414881513590|256|151359|||EUR
5414881513651|856|151365|||EUR
5414881513804|148|151380|||EUR
5414881513859|1365|151385|||EUR
5414881514054|340|151405|||EUR
5414881514108|260|151410|||EUR
5414881514146|171|151414|||EUR
5414881514443|1210|151444|||EUR
5414881515235|9|151523|||EUR
5414881515273|51|151527|||EUR
5414881515594|46|151559|||EUR
5414881515631|163|151563|||EUR
5414881520048|653|152004|||EUR
5414881520086|455|152008|||EUR
5414881520147|292|152014|||EUR
5414881520185|369|152018|||EUR
5414881520246|522|152024|||EUR
5414885550508|524|555050|||EUR
5414881520284|323|152028|||EUR
5414881520338|185|152033|||EUR
5414881520376|88|152037|||EUR
5414881520420|273|152042|||EUR
5414881520499|143|152049|||EUR
5414881520574|225|152057|||EUR
5414881520611|278|152061|||EUR
5414881520659|412|152065|||EUR
5414881520697|724|152069|||EUR
5414881520741|361|152074|||EUR
5414881520871|319|152087|||EUR
5414886560483|255|56048|||EUR
5414881521748|979|152174|||EUR
5414881522080|698|152208|||EUR
5414886538536|280|53853|||EUR
5414886541055|631|54105|||EUR
5414886541420|1216|54142|||EUR
5414886541482|2412|54148|||EUR
5414886541529|453|54152|||EUR
5414886541574|464|54157|||EUR
5414884001018|2891|400101|||EUR
5414884001070|217|400107|||EUR
5414884001520|745|400152|||EUR
5414884001582|613|400158|||EUR
5414881510049|648|151004|||EUR
5414881510469|702|151046|||EUR
5414881510582|56|151058|||EUR
5414881510643|737|151064|||EUR
5414881510735|56|151073|||EUR
5414881510919|652|151091|||EUR
5414881511312|164|151131|||EUR
5414881511367|204|151136|||EUR
5414881511442|162|151144|||EUR
5414881511480|332|151148|||EUR
5414881511589|646|151158|||EUR
5414881511657|1138|151165|||EUR
5414881511763|95|151176|||EUR
5414881511817|2|151181|||EUR
5414881512043|388|151204|||EUR
5414881512142|85|151214|||EUR
5414881512180|581|151218|||EUR
5414881512241|59|151224|||EUR
5414881512289|203|151228|||EUR
5414881512326|344|151232|||EUR
5414881512364|1520|151236|||EUR
5414881512418|16|151241|||EUR
5414881512463|37|151246|||EUR
5414881512548|439|151254|||EUR
5414882247371|2060|224737|||EUR
5414881512968|676|151296|||EUR
5414881513040|24|151304|||EUR
5414881513132|324|151313|||EUR
5414881513187|185|151318|||EUR
5414881513286|134|151328|||EUR
5414881513378|241|151337|||EUR
5414881513439|225|151343|||EUR
5414881513477|212|151347|||EUR
5414886547088|170|54708|||EUR
5414881513545|385|151354|||EUR
5414881513583|554|151358|||EUR
5414881513644|426|151364|||EUR
5414881513774|637|151377|||EUR
5414881513842|1170|151384|||EUR
5414881514016|444|151401|||EUR
5414881514139|208|151413|||EUR
5414881514184|44|151418|||EUR
5414881514979|1190|151497|||EUR
5414881515266|462|151526|||EUR
5414881515464|358|151546|||EUR
5414881515624|63|151562|||EUR
5414881520031|432|152003|||EUR
5414881520079|460|152007|||EUR
5414881520123|1500|152012|||EUR
5414881520178|546|152017|||EUR
5414881520222|1268|152022|||EUR
5414881520277|582|152027|||EUR
5414881520321|42|152032|||EUR
